,County,State,Year,Severity,count(Severity)
3686,Lehigh,PA,2019,3,107
3687,Cass,MN,2019,2,123
3688,Pottawattamie,IA,2019,3,128
3689,Rock,WI,2019,2,44
3690,Newport News,VA,2019,1,1
3691,Fayette,GA,2019,3,9
3692,Colonial Heights,VA,2019,2,21
3693,Iroquois,IL,2019,3,19
3694,Maury,TN,2019,3,12
3695,Venango,PA,2019,4,4
3696,Newton,MO,2020,3,2
3697,Perquimans,NC,2020,2,2
3698,Campbell,VA,2020,3,3
3699,Shelby,OH,2020,2,2
3700,Rockingham,NH,2020,1,2
3701,Converse,WY,2020,4,1
3702,Dakota,NE,2020,3,1
3703,Sarasota,FL,2020,4,23
3704,Ohio,KY,2020,3,1
3705,De Soto,LA,2020,2,5
3706,Miami-Dade,FL,2019,3,3264
3707,Cook,IL,2019,3,3813
3708,Collier,FL,2019,3,153
3709,Sarasota,FL,2019,2,757
3710,Hillsborough,FL,2019,4,149
3711,Grays Harbor,WA,2019,3,8
3712,Citrus,FL,2019,2,162
3713,Morgan,IN,2019,3,6
3714,Madison,IL,2019,2,31
3715,Napa,CA,2019,3,36
3716,Sevier,TN,2019,2,27
3717,Kiowa,CO,2019,2,2
3718,DeKalb,AL,2019,2,32
3719,Cherokee,NC,2019,3,1
3720,Sumter,AL,2019,4,3
3721,Newberry,SC,2019,2,389
3722,Lee,MS,2020,4,2
3723,Jim Hogg,TX,2020,3,1
3724,Camden,MO,2020,2,2
3725,Lincoln,NE,2019,3,5
3726,Merced,CA,2019,2,972
3727,Cullman,AL,2019,2,233
3728,Pierce,WA,2019,2,910
3729,San Mateo,CA,2019,3,670
3730,Carbon,PA,2019,3,59
3731,Wasco,OR,2019,2,776
3732,Buchanan,MO,2019,3,6
3733,Jefferson,PA,2019,4,8
3734,LaSalle,IL,2019,3,8
3735,Lee,MS,2019,3,8
3736,Mesa,CO,2019,2,12
3737,Kalamazoo,MI,2019,4,29
3738,Providence,RI,2020,4,8
3739,Tulsa,OK,2020,1,49
3740,Howard,TX,2020,2,2
3741,Avery,NC,2020,2,7
3742,Aroostook,ME,2020,3,1
3743,San Joaquin,CA,2019,2,3230
3744,Itasca,MN,2019,2,102
3745,Fayette,KY,2019,2,975
3746,Fort Bend,TX,2019,3,86
3747,St. Clair,AL,2019,3,60
3748,Winchester,VA,2019,3,2
3749,Steuben,IN,2019,3,2
3750,Tuscaloosa,AL,2019,1,2
3751,Huron,MI,2019,2,2
3752,Winona,MN,2019,3,31
3753,Pecos,TX,2020,3,5
3754,Crawford,PA,2020,3,2
3755,Harvey,KS,2020,2,1
3756,Nottoway,VA,2020,3,1
3757,Bell,TX,2020,2,3
3758,Greene,NY,2019,3,67
3759,Arapahoe,CO,2019,2,1060
3760,Maricopa,AZ,2019,3,3090
3761,Genesee,MI,2019,3,755
3762,Dane,WI,2019,3,114
3763,Lafayette,LA,2019,4,13
3764,Chatham,GA,2019,3,131
3765,Washington,IA,2019,2,1
3766,Hays,TX,2019,2,45
3767,Alachua,FL,2019,2,153
3768,Benton,WA,2019,2,8
3769,Columbia,PA,2019,3,26
3770,Boone,KY,2019,4,8
3771,Bell,TX,2019,2,3
3772,St. Louis,MN,2019,3,32
3773,Dooly,GA,2019,2,5
3774,Kinney,TX,2020,2,1
3775,Midland,TX,2020,3,2
3776,Ionia,MI,2020,2,2
3777,Rabun,GA,2020,2,1
3778,Prince William,VA,2019,3,497
3779,Virginia Beach,VA,2019,3,417
3780,St. Louis County,MO,2019,2,852
3781,Columbia,GA,2019,3,48
3782,Putnam,NY,2019,3,122
3783,Pike,IN,2019,3,1
3784,Nassau,FL,2019,2,118
3785,Cleburne,AL,2019,2,14
3786,Harnett,NC,2019,2,30
3787,St. Clair,IL,2019,3,87
3788,Atlantic,NJ,2019,3,23
3789,Wadena,MN,2019,2,32
3790,Coleman,TX,2019,2,2
3791,Perry,AL,2019,3,1
3792,Manassas Park,VA,2019,2,4
3793,Carroll,IN,2019,2,2
3794,Harris,TX,2019,1,5
3795,Cook,IL,2020,1,154
3796,Ventura,CA,2020,1,1
3797,Butler,PA,2019,3,36
3798,Contra Costa,CA,2019,4,53
3799,Gordon,GA,2019,2,30
3800,Clarendon,SC,2019,2,197
3801,Steele,MN,2019,2,134
3802,Grafton,NH,2019,3,71
3803,Boone,KY,2019,3,99
3804,Eau Claire,WI,2019,2,39
3805,Warrick,IN,2019,2,4
3806,Lorain,OH,2019,3,21
3807,Muscogee,GA,2019,3,43
3808,Belknap,NH,2019,3,27
3809,Mitchell,NC,2019,3,1
3810,Franklin,PA,2019,2,24
3811,Colorado,TX,2019,2,1
3812,Sandoval,NM,2020,3,3
3813,Madison,VA,2020,3,1
3814,Craig,OK,2020,2,1
3815,Willacy,TX,2020,2,1
3816,Adams,PA,2019,2,87
3817,Orangeburg,SC,2019,3,402
3818,Frederick,VA,2019,3,90
3819,Calhoun,SC,2019,3,154
3820,Augusta,VA,2019,2,139
3821,Crittenden,AR,2019,3,24
3822,Waukesha,WI,2019,3,212
3823,Madison,VA,2019,3,3
3824,Portsmouth,VA,2019,3,63
3825,Carson City,NV,2019,3,59
3826,Brunswick,NC,2019,2,32
3827,New York,NY,2019,4,46
3828,Leflore,MS,2019,2,1
3829,Nolan,TX,2020,3,2
3830,Thayer,NE,2020,2,2
3831,Jefferson,LA,2020,4,38
3832,Wayne,MI,2019,4,214
3833,Bucks,PA,2019,2,276
3834,Weber,UT,2019,2,1704
3835,Greenlee,AZ,2019,2,11
3836,Deschutes,OR,2019,2,1891
3837,Muskingum,OH,2019,3,12
3838,Twiggs,GA,2019,3,17
3839,Forrest,MS,2019,2,192
3840,Sangamon,IL,2019,3,11
3841,Garfield,UT,2019,2,173
3842,Cochise,AZ,2019,3,32
3843,Fayette,IN,2019,2,3
3844,Love,OK,2019,3,1
3845,Alachua,FL,2019,4,25
3846,Hill,TX,2020,2,2
3847,Henry,KY,2020,3,3
3848,Lenoir,NC,2020,3,1
3849,York,SC,2019,2,1273
3850,Cook,IL,2019,4,458
3851,Jones,IA,2019,2,6
3852,Yavapai,AZ,2019,3,208
3853,Suffolk,VA,2019,2,111
3854,Gilliam,OR,2019,2,289
3855,Broomfield,CO,2019,2,131
3856,Holmes,MS,2019,2,1
3857,Taylor,TX,2019,3,7
3858,Essex,NY,2020,3,2
3859,Putnam,IN,2020,2,33
3860,Thurston,WA,2020,1,5
3861,Pierce,WA,2020,1,56
3862,Burnet,TX,2020,2,1
3863,Santa Clara,CA,2019,2,9011
3864,Bucks,PA,2019,3,221
3865,Chilton,AL,2019,3,189
3866,Northumberland,PA,2019,2,123
3867,Tehama,CA,2019,3,43
3868,Calaveras,CA,2019,2,285
3869,Thurston,WA,2019,3,148
3870,Calvert,MD,2019,2,12
3871,St. Francois,MO,2019,2,9
3872,Union,FL,2019,2,8
3873,Washita,OK,2019,3,1
3874,Marquette,WI,2019,2,5
3875,Dooly,GA,2020,4,4
3876,Northumberland,PA,2020,4,22
3877,Montgomery,GA,2020,3,1
3878,Lucas,OH,2019,3,147
3879,Marin,CA,2019,2,1818
3880,Troup,GA,2019,3,74
3881,Kenosha,WI,2019,2,66
3882,Sullivan,PA,2019,2,9
3883,Madison,NY,2019,2,22
3884,Yakima,WA,2019,2,3
3885,Hart,KY,2019,2,4
3886,Greene,MS,2019,2,3
3887,Dawson,GA,2019,2,11
3888,Polk,MN,2019,2,9
3889,Huntingdon,PA,2020,3,2
3890,Caddo,LA,2019,3,212
3891,San Francisco,CA,2019,3,788
3892,Lane,OR,2019,3,148
3893,Kalamazoo,MI,2019,3,107
3894,Brevard,FL,2019,4,39
3895,Jefferson,WI,2019,2,25
3896,Linn,OR,2019,3,99
3897,Tolland,CT,2019,3,35
3898,Madison,OH,2019,3,30
3899,Webb,TX,2019,2,2
3900,Monroe,IL,2019,2,2
3901,Charles,MD,2019,2,33
3902,Granville,NC,2019,3,15
3903,Lamar,AL,2019,2,9
3904,Catoosa,GA,2019,3,38
3905,Johnson,KS,2019,4,51
3906,Steuben,NY,2019,3,5
3907,Itawamba,MS,2020,3,1
3908,Indian River,FL,2020,4,3
3909,Pershing,NV,2020,3,5
3910,Baldwin,GA,2020,2,10
3911,Park,CO,2020,3,38
3912,Warren,IL,2020,2,2
3913,Harris,GA,2020,4,4
3914,Frederick,MD,2019,3,313
3915,Pittsylvania,VA,2019,2,77
3916,Arlington,VA,2019,3,287
3917,Washington,TN,2019,2,866
3918,Albany,NY,2019,2,904
3919,Delaware,IN,2019,2,13
3920,Darlington,SC,2019,3,35
3921,Cumberland,TN,2019,4,12
3922,Montgomery,NC,2019,4,8
3923,Southampton,VA,2019,3,3
3924,Randolph,NC,2019,3,20
3925,Bristol,VA,2019,3,16
3926,Dane,WI,2019,4,42
3927,Lamb,TX,2019,2,5
3928,Crawford,GA,2019,2,5
3929,Bayfield,WI,2020,2,1
3930,Elmore,AL,2019,2,172
3931,Atlantic,NJ,2019,2,193
3932,Cowlitz,WA,2019,3,65
3933,Gregg,TX,2019,2,39
3934,Cleveland,NC,2019,2,14
3935,Schuylkill,PA,2019,3,32
3936,Beaufort,SC,2019,3,15
3937,Porter,IN,2019,3,32
3938,Hale,AL,2019,2,8
3939,Dutchess,NY,2019,4,14
3940,St. Mary's,MD,2020,3,2
3941,Madison,IA,2020,2,2
3942,Cass,MI,2020,2,11
3943,Kleberg,TX,2020,2,2
3944,Douglas,CO,2019,3,968
3945,Adams,CO,2019,3,1486
3946,Cumberland,ME,2019,4,15
3947,Eau Claire,WI,2019,3,33
3948,Mercer,NJ,2019,2,371
3949,Lake,IN,2019,4,60
3950,Sherman,OR,2019,2,289
3951,Emery,UT,2019,2,158
3952,Anoka,MN,2020,4,7
3953,Pickaway,OH,2020,3,3
3954,White,TN,2020,2,3
3955,Lincoln,LA,2020,2,1
3956,Wilcox,AL,2020,2,1
3957,Northampton,VA,2019,2,13
3958,Snohomish,WA,2019,2,974
3959,Hanover,VA,2019,3,208
3960,Baltimore City,MD,2019,2,694
3961,Butts,GA,2019,3,53
3962,Rapides,LA,2019,2,25
3963,St. Clair,MI,2019,3,34
3964,Washington,WI,2019,2,44
3965,Douglas,MN,2019,2,98
3966,Yavapai,AZ,2019,4,70
3967,Morris,NJ,2019,4,37
3968,Worcester,MD,2019,2,34
3969,Todd,MN,2019,2,107
3970,Allegany,NY,2019,2,5
3971,Tazewell,VA,2019,2,15
3972,Scott,IN,2019,3,5
3973,Cleveland,NC,2019,4,12
3974,Van Wert,OH,2019,2,4
3975,Allen,KS,2019,2,1
3976,Blue Earth,MN,2019,3,14
3977,Trinity,CA,2019,3,1
3978,Meriwether,GA,2020,2,13
3979,Marion,AL,2020,4,2
3980,Dallas,MO,2020,2,1
3981,Autauga,AL,2019,3,42
3982,Lake,FL,2019,2,318
3983,Chesterfield,VA,2019,3,213
3984,Hamilton,FL,2019,2,45
3985,Mason,WA,2019,2,66
3986,Outagamie,WI,2019,2,72
3987,Putnam,IN,2019,3,17
3988,Warren,IA,2019,2,18
3989,McDowell,NC,2019,3,22
3990,La Paz,AZ,2019,3,51
3991,Cecil,MD,2019,4,40
3992,Irwin,GA,2019,2,4
3993,Warren,IA,2020,4,2
3994,Rockdale,GA,2020,2,50
3995,Christian,MO,2020,2,11
3996,Telfair,GA,2020,2,3
3997,Mora,NM,2020,2,4
3998,Wayne,MI,2019,2,2566
3999,Osceola,FL,2019,2,722
4000,Harris,TX,2019,2,17786
4001,Utah,UT,2019,3,566
4002,Morgan,AL,2019,2,491
4003,Sevier,TN,2019,3,8
4004,Somerset,PA,2019,3,30
4005,Cumberland,PA,2019,3,147
4006,Northumberland,VA,2019,2,11
4007,Northumberland,PA,2019,3,19
4008,Tift,GA,2019,3,35
4009,Daviess,IN,2019,2,1
4010,Franklin,GA,2019,2,14
4011,Mendocino,CA,2019,3,5
4012,Kendall,IL,2020,2,2
4013,Spartanburg,SC,2020,1,2
4014,Henderson,IL,2020,2,1
4015,Grant,NM,2020,3,1
4016,DeKalb,MO,2020,1,1
4017,Hill,TX,2020,4,1
4018,Beauregard,LA,2020,1,1
4019,San Mateo,CA,2019,2,4311
4020,Baltimore City,MD,2019,3,502
4021,Mercer,WV,2019,3,3
4022,Horry,SC,2019,3,69
4023,Jefferson,MO,2019,3,127
4024,Hinds,MS,2019,3,266
4025,Muskegon,MI,2019,2,26
4026,Wabash,IN,2019,2,2
4027,Dinwiddie,VA,2019,2,93
4028,Elbert,CO,2019,2,16
4029,Jefferson,PA,2019,2,9
4030,Graham,AZ,2019,2,16
4031,Marion,OR,2019,4,60
4032,Eagle,CO,2019,2,12
4033,Monroe,WI,2019,4,15
4034,Davis,UT,2019,2,1698
4035,Monroe,FL,2020,3,5
4036,Franklin,VT,2020,3,5
4037,Greene,AL,2020,4,2
4038,Asotin,WA,2020,2,3
4039,Hennepin,MN,2019,2,6473
4040,Sherburne,MN,2019,2,327
4041,Liberty,GA,2019,3,17
4042,Monroe,FL,2019,2,91
4043,Cumberland,ME,2019,3,11
4044,Henry,GA,2019,2,141
4045,Cattaraugus,NY,2019,2,21
4046,Cabarrus,NC,2019,2,72
4047,Jessamine,KY,2019,3,4
4048,Franklin City,VA,2019,2,2
4049,Lake,FL,2019,4,20
4050,Jackson,FL,2019,3,55
4051,Lee,KY,2019,2,1
4052,Knox,IL,2019,2,2
4053,Treutlen,GA,2019,2,9
4054,Graham,AZ,2020,3,1
4055,Raleigh,WV,2020,2,59
4056,Pulaski,MO,2020,2,3
4057,San Francisco,CA,2019,2,1878
4058,Columbia,NY,2019,3,50
4059,Madison,OH,2019,4,17
4060,Knox,OH,2019,2,7
4061,Russell,AL,2019,2,99
4062,Louisa,VA,2019,3,30
4063,Arapahoe,CO,2019,4,40
4064,Humphreys,TN,2019,4,9
4065,Coffee,TN,2019,3,36
4066,Gilpin,CO,2020,2,7
4067,Ramsey,MN,2020,1,15
4068,Montgomery,GA,2020,2,4
4069,Christian,IL,2020,2,1
4070,York,SC,2020,1,2
4071,Dallas,TX,2019,3,7293
4072,Macon-Bibb County,GA,2019,3,162
4073,Stark,OH,2019,3,29
4074,Collier,FL,2019,4,45
4075,Emanuel,GA,2019,2,6
4076,Osage,OK,2019,2,44
4077,Cass,IA,2019,4,2
4078,Franklin,VT,2019,2,10
4079,Allen,OH,2019,4,13
4080,Elmore,ID,2019,4,1
4081,Page,IA,2020,3,1
4082,Anoka,MN,2019,3,422
4083,Washoe,NV,2019,3,729
4084,Cherokee,SC,2019,3,272
4085,Adams,CO,2019,2,921
4086,Durham,NC,2019,3,221
4087,Dakota,NE,2019,2,4
4088,Greene,AL,2019,3,31
4089,Bradford,FL,2019,2,71
4090,McClain,OK,2019,3,16
4091,Imperial,CA,2019,3,3
4092,Hampden,MA,2019,4,12
4093,Jefferson,WI,2019,3,23
4094,Miami-Dade,FL,2019,1,1
4095,Warren,KY,2019,2,9
4096,George,MS,2019,2,7
4097,Gwinnett,GA,2019,2,488
4098,Rockingham,NC,2020,3,11
4099,Comanche,OK,2020,4,1
4100,Spartanburg,SC,2019,2,5007
4101,Carroll,VA,2019,3,48
4102,Anderson,SC,2019,2,2984
4103,Hillsborough,NH,2019,2,565
4104,Colfax,NM,2019,2,4
4105,Harris,GA,2019,2,12
4106,Dearborn,IN,2019,2,51
4107,Wood,OH,2019,3,64
4108,New Hanover,NC,2019,3,32
4109,Dupage,IL,2019,2,97
4110,Alamance,NC,2019,3,61
4111,Middlesex,MA,2019,4,17
4112,Lee,VA,2019,2,8
4113,Tallapoosa,AL,2019,2,18
4114,Orange,NC,2019,2,45
4115,Carbon,PA,2019,2,20
4116,Cumberland,PA,2019,1,1
4117,Lea,NM,2020,2,5
4118,Payette,ID,2020,3,2
4119,Salem,VA,2019,3,23
4120,Essex,NJ,2019,2,993
4121,Lander,NV,2019,3,9
4122,Newton,GA,2019,2,19
4123,Cobb,GA,2019,4,130
4124,Ripley,IN,2019,3,2
4125,Erie,PA,2019,2,16
4126,Norfolk,VA,2019,4,51
4127,King William,VA,2019,2,6
4128,Webb,TX,2019,3,4
4129,Fauquier,VA,2019,4,24
4130,Iberville,LA,2019,4,9
4131,York,PA,2019,3,180
4132,Hardeman,TN,2020,2,1
4133,Fayette,IL,2020,4,1
4134,Falls,TX,2020,3,1
4135,King,WA,2019,2,4490
4136,Hillsborough,FL,2019,2,3118
4137,Onondaga,NY,2019,3,427
4138,Larimer,CO,2019,3,332
4139,Crow Wing,MN,2019,2,191
4140,Larimer,CO,2019,2,76
4141,Clinton,PA,2019,2,55
4142,Marshall,IN,2019,2,4
4143,Mchenry,IL,2019,2,8
4144,Davie,NC,2019,2,13
4145,York,PA,2019,4,31
4146,Wood,WV,2020,3,3
4147,Polk,OR,2020,3,8
4148,Walton,FL,2020,4,6
4149,Clatsop,OR,2019,2,891
4150,Shelby,TN,2019,2,2155
4151,Richmond,NY,2019,2,273
4152,Shelby,TN,2019,4,25
4153,St. Johns,FL,2019,2,227
4154,Calhoun,MI,2019,3,75
4155,Richmond City,VA,2019,4,23
4156,Wayne,NC,2019,2,19
4157,Whitfield,GA,2019,3,23
4158,Johnson,IA,2019,3,104
4159,Escambia,AL,2019,2,24
4160,Boone,MO,2019,2,27
4161,Unicoi,TN,2019,2,1
4162,Nueces,TX,2019,3,5
4163,San Luis Obispo,CA,2019,2,1206
4164,Fulton,OH,2020,4,10
4165,McDonald,MO,2020,2,1
4166,Washington,IA,2020,2,3
4167,Contra Costa,CA,2019,2,5673
4168,Middlesex,MA,2019,3,1373
4169,Lee,FL,2019,3,347
4170,Indian River,FL,2019,2,66
4171,Milwaukee,WI,2019,2,2017
4172,Robertson,TN,2019,2,29
4173,Snyder,PA,2019,2,60
4174,Anderson,TN,2019,3,15
4175,Etowah,AL,2019,3,25
4176,Litchfield,CT,2019,3,3
4177,Hancock,IN,2019,4,16
4178,Granville,NC,2019,2,16
4179,Shiawassee,MI,2019,2,20
4180,Todd,MN,2020,3,1
4181,St. Louis City,MO,2019,3,641
4182,Frederick,MD,2019,2,699
4183,Haywood,NC,2019,3,78
4184,Charleston,SC,2019,3,978
4185,Hamilton,IN,2019,3,101
4186,Montour,PA,2019,2,36
4187,Amelia,VA,2019,3,5
4188,Thurston,WA,2019,2,129
4189,Cibola,NM,2019,2,6
4190,Calhoun,MI,2019,2,36
4191,Madison,AL,2019,4,6
4192,Warren,PA,2019,2,2
4193,Halifax,NC,2019,4,4
4194,Chautauqua,NY,2020,4,12
4195,Etowah,AL,2020,4,3
4196,Knox,TN,2019,3,467
4197,Jackson,GA,2019,3,77
4198,Jackson,MI,2019,3,78
4199,Tioga,PA,2019,2,80
4200,Montgomery,PA,2019,2,4236
4201,Camden,NJ,2019,3,366
4202,Caddo,LA,2019,2,1276
4203,Kings,CA,2019,2,388
4204,Coconino,AZ,2019,2,120
4205,Rensselaer,NY,2019,3,96
4206,St. Louis County,MO,2019,4,104
4207,Boone,MO,2019,3,30
4208,Meriwether,GA,2019,2,7
4209,Georgetown,SC,2019,3,5
4210,Sarasota,FL,2019,4,52
4211,Black Hawk,IA,2019,2,17
4212,St. Charles,LA,2019,2,24
4213,Butler,PA,2020,4,10
4214,Brooks,GA,2020,3,1
4215,Schenectady,NY,2020,1,11
4216,Halifax,VA,2020,3,1
4217,Logan,OK,2020,4,1
4218,Clark,IL,2020,4,1
4219,Bronx,NY,2019,2,1204
4220,Hamilton,OH,2019,2,1196
4221,Carlton,MN,2019,3,31
4222,Riverside,CA,2019,2,8519
4223,Monroe,MI,2019,3,100
4224,Mono,CA,2019,2,178
4225,Berkshire,MA,2019,2,28
4226,Delaware,NY,2019,2,23
4227,Bronx,NY,2019,4,54
4228,Rockingham,NC,2019,2,12
4229,Fayette,PA,2019,2,19
4230,Bland,VA,2019,4,5
4231,Houston,TX,2019,2,5
4232,Canadian,OK,2019,4,8
4233,Liberty,GA,2020,4,13
4234,Lander,NV,2020,3,4
4235,Beaufort,NC,2020,3,1
4236,Coles,IL,2020,2,1
4237,Darlington,SC,2019,2,602
4238,Staunton,VA,2019,2,3
4239,Rusk,TX,2019,2,2
4240,Bullitt,KY,2019,3,18
4241,Koochiching,MN,2019,2,24
4242,Carroll,MS,2020,3,1
4243,Clay,WV,2020,4,1
4244,Orleans,VT,2020,4,1
4245,Erie,OH,2020,4,3
4246,Washington,OR,2020,4,68
4247,Catawba,NC,2019,2,69
4248,Genesee,NY,2019,3,129
4249,Washington,MD,2019,2,175
4250,Spartanburg,SC,2019,3,1483
4251,Mercer,NJ,2019,3,179
4252,Marion,AL,2019,2,20
4253,Washington,PA,2019,2,61
4254,Stanly,NC,2019,2,11
4255,Appomattox,VA,2019,2,28
4256,Chattooga,GA,2019,2,9
4257,Lauderdale,AL,2019,2,19
4258,Orleans,LA,2019,4,51
4259,Kendall,IL,2019,2,2
4260,Covington,MS,2020,3,1
4261,Marin,CA,2020,1,203
4262,Shelby,TN,2019,3,959
4263,Union,SC,2019,2,226
4264,Greenwood,SC,2019,2,551
4265,Ottawa,MI,2019,3,31
4266,St. Croix,WI,2019,3,41
4267,Bradley,TN,2019,2,32
4268,Cherokee,SC,2019,1,2
4269,Clark,AR,2019,3,7
4270,Geneva,AL,2019,2,27
4271,Washington,MD,2019,4,65
4272,Paulding,GA,2019,2,8
4273,Chenango,NY,2020,3,1
4274,Baker,GA,2020,2,4
4275,Montgomery,AL,2019,2,1787
4276,Esmeralda,NV,2019,2,22
4277,Halifax,VA,2019,2,31
4278,Terrebonne,LA,2019,2,105
4279,Chautauqua,NY,2019,3,111
4280,Berks,PA,2019,4,51
4281,Yuma,AZ,2019,3,44
4282,Howard,IN,2019,2,143
4283,Wichita,TX,2019,2,43
4284,Florence,SC,2019,4,13
4285,McKinley,NM,2019,4,12
4286,Kootenai,ID,2019,3,9
4287,Warren,MS,2019,2,27
4288,Gulf,FL,2019,2,3
4289,Sumner,KS,2020,3,1
4290,Genesee,MI,2020,4,39
4291,Butler,KS,2020,2,1
4292,Noxubee,MS,2020,2,1
4293,Charleston,SC,2019,2,774
4294,Blue Earth,MN,2019,2,276
4295,Albemarle,VA,2019,2,206
4296,Dorchester,MD,2019,2,18
4297,Chester,SC,2019,2,230
4298,Walworth,WI,2019,2,4
4299,Yazoo,MS,2019,3,3
4300,Lake,OH,2019,3,23
4301,Coffee,TN,2019,4,4
4302,Cannon,TN,2019,2,2
4303,Grundy,IL,2019,2,8
4304,Mahnomen,MN,2020,2,32
4305,Laramie,WY,2020,2,1
4306,Clay,TN,2020,3,1
4307,Deaf Smith,TX,2020,3,1
4308,Ramsey,MN,2019,2,3017
4309,Salt Lake,UT,2019,2,9012
4310,Fillmore,MN,2019,2,58
4311,Norfolk,MA,2019,3,708
4312,Robertson,TN,2019,3,57
4313,Walton,FL,2019,3,48
4314,Morgan,UT,2019,3,78
4315,Sullivan,TN,2019,2,26
4316,Apache,AZ,2019,3,37
4317,Baker,FL,2019,2,55
4318,Licking,OH,2019,3,16
4319,Marshall,MS,2020,2,2
4320,Tarrant,TX,2020,1,1
4321,Montgomery,PA,2019,3,528
4322,Miami-Dade,FL,2019,2,6490
4323,Snohomish,WA,2019,3,764
4324,Franklin,OH,2019,3,1377
4325,Sumter,SC,2019,2,704
4326,Okaloosa,FL,2019,2,250
4327,St. Croix,WI,2019,2,30
4328,Cedar,IA,2019,3,29
4329,Montgomery,MO,2019,3,6
4330,Bristol,MA,2019,3,175
4331,Anoka,MN,2019,4,5
4332,Hampton,VA,2019,4,21
4333,Washington,RI,2019,3,17
4334,Shawnee,KS,2019,2,6
4335,Dallas,TX,2019,4,158
4336,Wicomico,MD,2019,3,4
4337,Warren,VA,2019,2,21
4338,Ida,IA,2020,3,1
4339,Bergen,NJ,2020,1,2
4340,Sutter,CA,2020,3,1
4341,Monroe,NY,2019,2,5032
4342,Palm Beach,FL,2019,3,1840
4343,Douglas,NV,2019,2,246
4344,Fresno,CA,2019,2,3439
4345,Henry,AL,2019,2,19
4346,Suwannee,FL,2019,4,16
4347,Harrison,TX,2019,3,7
4348,Lebanon,PA,2019,3,60
4349,Mobile,AL,2019,2,1424
4350,Bexar,TX,2019,4,42
4351,Brevard,FL,2019,3,306
4352,Greene,PA,2019,3,7
4353,Lebanon,PA,2019,4,16
4354,Tipton,TN,2019,2,8
4355,Navajo,AZ,2019,2,53
4356,Ada,ID,2019,3,4
4357,East Baton Rouge,LA,2019,4,41
4358,Scott,KY,2020,3,2
4359,Northampton,VA,2020,3,3
4360,Kootenai,ID,2020,4,12
4361,DeKalb,GA,2020,1,57
4362,Hamblen,TN,2020,2,4
4363,Hawkins,TN,2020,3,2
4364,Wake,NC,2019,2,14749
4365,Meeker,MN,2019,2,94
4366,Marion,OR,2019,3,198
4367,Union,NJ,2019,3,256
4368,Jackson,OR,2019,2,2173
4369,Taylor,FL,2019,2,25
4370,Fayette,KY,2019,3,57
4371,Windham,CT,2019,3,5
4372,Tippecanoe,IN,2019,3,17
4373,McDowell,NC,2019,2,15
4374,Buchanan,MO,2019,2,5
4375,Wahkiakum,WA,2019,2,6
4376,Burke,GA,2019,2,7
4377,Butts,GA,2019,2,36
4378,Deuel,NE,2020,4,2
4379,Sonoma,CA,2019,2,3132
4380,Powhatan,VA,2019,2,85
4381,Genesee,NY,2019,2,84
4382,Philadelphia,PA,2019,2,619
4383,District of Columbia,DC,2019,2,1107
4384,Baker,OR,2019,3,38
4385,Sacramento,CA,2019,3,1289
4386,Fond du Lac,WI,2019,3,13
4387,Grayson,VA,2019,2,3
4388,Rutherford,NC,2019,2,7
4389,Rockbridge,VA,2019,3,91
4390,Snohomish,WA,2019,1,1
4391,Essex,NY,2019,3,4
4392,McHenry,IL,2019,2,59
4393,Hamilton,FL,2019,3,58
4394,Ross,OH,2019,2,2
4395,Shelby,OH,2019,2,6
4396,Mathews,VA,2019,3,3
4397,Platte,MO,2019,2,57
4398,Buncombe,NC,2019,4,19
4399,Berkeley,WV,2019,3,5
4400,Bay,FL,2019,3,12
4401,Carter,TN,2019,3,3
4402,Orange,VT,2020,2,8
4403,Uinta,WY,2020,3,1
4404,Mendocino,CA,2019,2,638
4405,Plymouth,MA,2019,2,460
4406,Pitt,NC,2019,2,18
4407,Suffolk,MA,2019,3,522
4408,New London,CT,2019,2,97
4409,Skagit,WA,2019,3,85
4410,Monroe,PA,2019,3,100
4411,Macomb,MI,2019,2,525
4412,Lamar,MS,2019,2,127
4413,Box Elder,UT,2019,2,578
4414,McCormick,SC,2019,2,52
4415,Lake,IN,2019,2,176
4416,Delaware,PA,2019,4,22
4417,Harrison,IN,2019,3,4
4418,Dinwiddie,VA,2019,1,1
4419,Bullock,AL,2019,2,8
4420,Fulton,PA,2020,4,14
4421,Fremont,IA,2019,3,37
4422,Geary,KS,2020,2,1
4423,Arenac,MI,2020,4,4
4424,Oakland,MI,2019,2,1039
4425,Van Buren,MI,2019,2,26
4426,Mobile,AL,2019,3,624
4427,Clay,MO,2019,2,201
4428,Grays Harbor,WA,2019,2,61
4429,Gratiot,MI,2019,2,8
4430,Dillon,SC,2019,4,5
4431,Charlottesville,VA,2019,3,3
4432,Ada,ID,2020,4,3
4433,Canyon,ID,2020,4,12
4434,Litchfield,CT,2020,3,7
4435,Lumpkin,GA,2020,2,1
4436,Mason,KY,2020,2,1
4437,Crawford,GA,2020,2,3
4438,Columbia,OR,2020,3,6
4439,Richland,SC,2019,3,1502
4440,Alameda,CA,2019,2,9096
4441,Orange,CA,2019,3,2981
4442,Duchesne,UT,2019,2,162
4443,Limestone,AL,2019,3,255
4444,Winnebago,WI,2019,3,57
4445,Geauga,OH,2019,2,192
4446,Fauquier,VA,2019,3,37
4447,Boone,IA,2019,2,13
4448,La Salle,TX,2019,4,2
4449,Montgomery,VA,2019,2,49
4450,Dallas,IA,2019,3,57
